what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1384871327505
java.vm.specification.version,sysinfo,,,"1.0",1384871327505
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1384871327505
java.vm.version,sysinfo,,,"19.0-b09",1384871327505
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1384871327529
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1384871327838
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1384871327872
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1384871329032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384871378415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1384871378439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384871380451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384871405583
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1384871405593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384871407838
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1384871408862
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1384871451812
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1384871451885
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1384871451928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384871522344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384871523494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384872309621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384872388939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384872389845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384873855519
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1384873865422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384873877116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384873888331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384873890559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384873891324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384873892793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384874006651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384874017339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384874018283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384874019803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384874989957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384874998631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384874999183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384875029999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384875031051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384875039788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384875041882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384875043359
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1384875043451
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384875043497
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1384875043712
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1384875043851
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1384875043851
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1384875043852
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1384875043861
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1384875043861
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1384875043861
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1384875043861
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1384875043861
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1384875043861
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1384875043862
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1384875043863
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1384875043864
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1384875043865
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1384875043865
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1384884929683
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1384884929686
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1384884929687
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1384884929689
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1384884929691
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1384884929692
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1384884929693
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1384884929694
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1384884929694
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1384884929696
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1384884929699
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1384884929701
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1384884929703
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1384884929705
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1384884929705
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1384884929706
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1384884929707
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1384884929710
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1384884929711
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1384884929713
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1384884929715
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1384884929716
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1384884929718
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1384884929720
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1384884929721
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1384884929722
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1384884929723
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1384884929723
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1384884929725
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1384884929727
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1384884929730
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1384884929731
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1384884929732
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1384884929733
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1384884929734
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1384884929734
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1384884929736
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1384884929737
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1384884929738
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1384884929739
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1384884929741
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1384884929742
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1384884929743
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1384884929744
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1384884929745
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1384884929746
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1384884929747
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1384884929748
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1384884929749
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1384884929750
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1384884929751
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1384884929752
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1384884929753
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1384884929755
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1384884929757
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1384884929758
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1384884929759
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1384884929761
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1384884929762
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1384884929763
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1384884929764
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1384884929766
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1384884929766
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1384884929767
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1384884929768
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1384884929769
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1384884929770
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1384884929772
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1384884929772
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1384884929774
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1384884929775
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1384884929776
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1384884929777
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1384884929779
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1384884929780
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1384884929780
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1384884929780
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1384884929781
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1384884929782
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1384884929782
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1384884929783
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1384884929783
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1384884929784
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1384884929784
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1384884929785
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1384884929786
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1384884929787
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1384884929787
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1384884929788
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1384884929788
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1384884929789
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1384884929789
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1384884929789
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1384884929790
os,sysinfo,,,"win32",1384884929792
arch,sysinfo,,,"x86",1384884929792
ws,sysinfo,,,"win32",1384884929792
locale,sysinfo,,,"en_US",1384884929792
processors,sysinfo,,,"4",1384884929792
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1384884929792
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1384884929792
java.specification.name,sysinfo,,,"Java Platform API Specification",1384884929792
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1384884929792
java.specification.version,sysinfo,,,"1.6",1384884929792
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1384884929792
java.version,sysinfo,,,"1.6.0_23",1384884929792
java.vm.info,sysinfo,,,"mixed mode",1384884929792
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1384884929792
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1384884929792
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1384884929792
java.vm.specification.version,sysinfo,,,"1.0",1384884929792
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1384884929793
java.vm.version,sysinfo,,,"19.0-b09",1384884929793
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1384884929897
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1384884929937
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1384884929964
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1384885002915
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1384885013760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885023136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1384885023216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885026851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885056291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885170611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885206785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885211375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885211646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885212055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885212941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885259991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885263971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885280473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885284020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885386406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885387205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885387601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885388502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885390005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885390792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885391241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885391556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885416686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885418180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885429604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885430838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885431249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885431892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885542748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384885542985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384901755282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384901756267
